yourlist:M202108196320BA52A5CE8FCD097CB85A53697A3513E9A1H	Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology IDs	Gene ontology (GO)
A0A2T1DA47	A0A2T1DA47	A0A2T1DA47_9CYAN	unreviewed	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Endopeptidase Clp)	clpP C7B65_18825	Phormidesmis priestleyi ULC007	227	GO:0004176; GO:0004252; GO:0005737	cytoplasm [GO:0005737]; ATP-dependent peptidase activity [GO:0004176]; serine-type endopeptidase activity [GO:0004252]
A0A2T1DA55	A0A2T1DA55	A0A2T1DA55_9CYAN	unreviewed	30S ribosomal protein S1	C7B65_19005	Phormidesmis priestleyi ULC007	362	GO:0003676; GO:0005840	ribosome [GO:0005840]; nucleic acid binding [GO:0003676]
A0A2T1DAM9	A0A2T1DAM9	A0A2T1DAM9_9CYAN	unreviewed	Urea ABC transporter substrate-binding protein	urtA C7B65_18455	Phormidesmis priestleyi ULC007	438	GO:0006865	amino acid transport [GO:0006865]
A0A2T1DAX8	A0A2T1DAX8	A0A2T1DAX8_9CYAN	unreviewed	Carbon dioxide-concentrating mechanism protein CcmK	C7B65_18045	Phormidesmis priestleyi ULC007	113	GO:0015977; GO:0031470	carboxysome [GO:0031470]; carbon fixation [GO:0015977]
A0A2T1DB89	A0A2T1DB89	A0A2T1DB89_9CYAN	unreviewed	Nucleoid-associated protein C7B65_17660	C7B65_17660	Phormidesmis priestleyi ULC007	116	GO:0003677; GO:0005737; GO:0043590	bacterial nucleoid [GO:0043590]; cytoplasm [GO:0005737]; DNA binding [GO:0003677]
A0A2T1DBW2	A0A2T1DBW2	A0A2T1DBW2_9CYAN	unreviewed	DUF4331 domain-containing protein	C7B65_17070	Phormidesmis priestleyi ULC007	367		
A0A2T1DC92	A0A2T1DC92	A0A2T1DC92_9CYAN	unreviewed	Cytochrome c-550 (Cytochrome c550) (Low-potential cytochrome c)	psbV C7B65_16530	Phormidesmis priestleyi ULC007	163	GO:0005506; GO:0009055; GO:0009523; GO:0018063; GO:0019684; GO:0020037; GO:0022904; GO:0031676	photosystem II [GO:0009523]; plasma membrane-derived thylakoid membrane [GO:0031676]; electron transfer activity [GO:0009055]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; cytochrome c-heme linkage [GO:0018063]; photosynthesis, light reaction [GO:0019684]; respiratory electron transport chain [GO:0022904]
A0A2T1DCE2	A0A2T1DCE2	A0A2T1DCE2_9CYAN	unreviewed	Porin	C7B65_16480	Phormidesmis priestleyi ULC007	581	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DCM7	A0A2T1DCM7	A0A2T1DCM7_9CYAN	unreviewed	Photosystem reaction center subunit H	C7B76_08510	filamentous cyanobacterium CCP2	324	GO:0019684; GO:0030077; GO:0045156	plasma membrane light-harvesting complex [GO:0030077]; electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity [GO:0045156]; photosynthesis, light reaction [GO:0019684]
A0A2T1DCQ5	A0A2T1DCQ5	A0A2T1DCQ5_9CYAN	unreviewed	DUF1257 domain-containing protein	C7B65_16155	Phormidesmis priestleyi ULC007	117		
A0A2T1DD05	A0A2T1DD05	A0A2T1DD05_9CYAN	unreviewed	S-layer protein	C7B65_15860	Phormidesmis priestleyi ULC007	605	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DD61	A0A2T1DD61	A0A2T1DD61_9CYAN	unreviewed	Uncharacterized protein	C7B65_15320	Phormidesmis priestleyi ULC007	795	GO:0019867	outer membrane [GO:0019867]
A0A2T1DDD3	A0A2T1DDD3	A0A2T1DDD3_9CYAN	unreviewed	Superoxide dismutase (EC 1.15.1.1)	C7B65_15395	Phormidesmis priestleyi ULC007	199	GO:0004784; GO:0046872	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]
A0A2T1DEW5	A0A2T1DEW5	A0A2T1DEW5_9CYAN	unreviewed	Glutathione S-transferase family protein	C7B65_13455	Phormidesmis priestleyi ULC007	261	GO:0006749; GO:0016740	transferase activity [GO:0016740]; glutathione metabolic process [GO:0006749]
A0A2T1DF44	A0A2T1DF44	A0A2T1DF44_9CYAN	unreviewed	Phosphoribulokinase (EC 2.7.1.19)	C7B65_12485	Phormidesmis priestleyi ULC007	333	GO:0005524; GO:0005975; GO:0008974	ATP binding [GO:0005524]; phosphoribulokinase activity [GO:0008974]; carbohydrate metabolic process [GO:0005975]
A0A2T1DF70	A0A2T1DF70	A0A2T1DF70_9CYAN	unreviewed	D-fructose 1,6-bisphosphatase class 2/sedoheptulose 1,7-bisphosphatase (FBPase class 2/SBPase) (EC 3.1.3.11) (EC 3.1.3.37)	glpX C7B65_12535	Phormidesmis priestleyi ULC007	345	GO:0006071; GO:0006094; GO:0019253; GO:0042132; GO:0046872; GO:0050278	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; metal ion binding [GO:0046872]; sedoheptulose-bisphosphatase activity [GO:0050278]; gluconeogenesis [GO:0006094]; glycerol metabolic process [GO:0006071]; reductive pentose-phosphate cycle [GO:0019253]
A0A2T1DF96	A0A2T1DF96	A0A2T1DF96_9CYAN	unreviewed	30S ribosomal protein S2	rpsB rps2 C7B65_12640	Phormidesmis priestleyi ULC007	262	GO:0003735; GO:0006412; GO:0015935	small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A2T1DFJ0	A0A2T1DFJ0	A0A2T1DFJ0_9CYAN	unreviewed	Uncharacterized protein	C7B65_11645	Phormidesmis priestleyi ULC007	174		
A0A2T1DFN1	A0A2T1DFN1	A0A2T1DFN1_9CYAN	unreviewed	Chaperone protein ClpB	clpB C7B65_11815	Phormidesmis priestleyi ULC007	874	GO:0005524; GO:0005737; GO:0009408; GO:0016887; GO:0042026	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein refolding [GO:0042026]; response to heat [GO:0009408]
A0A2T1DFV2	A0A2T1DFV2	A0A2T1DFV2_9CYAN	unreviewed	DNA starvation/stationary phase protection protein	C7B65_12295	Phormidesmis priestleyi ULC007	181	GO:0008199; GO:0016722	ferric iron binding [GO:0008199]; oxidoreductase activity, acting on metal ions [GO:0016722]
A0A2T1DFX5	A0A2T1DFX5	A0A2T1DFX5_9CYAN	unreviewed	SLH domain-containing protein	C7B65_10825	Phormidesmis priestleyi ULC007	649	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DG34	A0A2T1DG34	A0A2T1DG34_9CYAN	unreviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH C7B65_11095	Phormidesmis priestleyi ULC007	612	GO:0004176; GO:0004222; GO:0005524; GO:0008270; GO:0016021; GO:0030163; GO:0031676	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]
A0A2T1DG40	A0A2T1DG40	A0A2T1DG40_9CYAN	unreviewed	Uncharacterized protein	C7B65_10845	Phormidesmis priestleyi ULC007	295		
A0A2T1DG55	A0A2T1DG55	A0A2T1DG55_9CYAN	unreviewed	50S ribosomal protein L1	rplA rpl1 C7B65_10950	Phormidesmis priestleyi ULC007	237	GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0015934; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; regulation of translation [GO:0006417]; translation [GO:0006412]
A0A2T1DG79	A0A2T1DG79	A0A2T1DG79_9CYAN	unreviewed	10 kDa chaperonin (GroES protein) (Protein Cpn10)	groS groES C7B65_11255	Phormidesmis priestleyi ULC007	103	GO:0005524; GO:0005737; GO:0006457; GO:0016887	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; protein folding [GO:0006457]
A0A2T1DGA4	A0A2T1DGA4	A0A2T1DGA4_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL C7B65_11250	Phormidesmis priestleyi ULC007	546	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A2T1DGA8	A0A2T1DGA8	A0A2T1DGA8_9CYAN	unreviewed	Fasciclin domain-containing protein	C7B65_11485	Phormidesmis priestleyi ULC007	133		
A0A2T1DGE7	A0A2T1DGE7	A0A2T1DGE7_9CYAN	unreviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA C7B65_10875	Phormidesmis priestleyi ULC007	515	GO:0003922; GO:0005524; GO:0006541; GO:0016462	ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; pyrophosphatase activity [GO:0016462]; glutamine metabolic process [GO:0006541]
A0A2T1DGP8	A0A2T1DGP8	A0A2T1DGP8_9CYAN	unreviewed	RNA-binding protein	C7B65_10195	Phormidesmis priestleyi ULC007	103	GO:0003676	nucleic acid binding [GO:0003676]
A0A2T1DGX8	A0A2T1DGX8	A0A2T1DGX8_9CYAN	unreviewed	SLH domain-containing protein	C7B65_10760	Phormidesmis priestleyi ULC007	551	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DGZ9	A0A2T1DGZ9	A0A2T1DGZ9_9CYAN	unreviewed	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.-)	gap C7B65_10620	Phormidesmis priestleyi ULC007	336	GO:0006006; GO:0016620; GO:0050661; GO:0051287	NAD binding [GO:0051287]; NADP binding [GO:0050661]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]; glucose metabolic process [GO:0006006]
A0A2T1DHC9	A0A2T1DHC9	A0A2T1DHC9_9CYAN	unreviewed	Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase)	ndk C7B65_09380	Phormidesmis priestleyi ULC007	149	GO:0004550; GO:0005524; GO:0005737; GO:0006183; GO:0006228; GO:0006241; GO:0046872	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]
A0A2T1DHF5	A0A2T1DHF5	A0A2T1DHF5_9CYAN	unreviewed	Universal stress protein	C7B65_09550	Phormidesmis priestleyi ULC007	281		
A0A2T1DHK3	A0A2T1DHK3	A0A2T1DHK3_9CYAN	unreviewed	Red carotenoid-binding protein	C7B65_09880	Phormidesmis priestleyi ULC007	319	GO:0016037; GO:0018298; GO:0030089; GO:0031404	phycobilisome [GO:0030089]; chloride ion binding [GO:0031404]; light absorption [GO:0016037]; protein-chromophore linkage [GO:0018298]
A0A2T1DHY8	A0A2T1DHY8	A0A2T1DHY8_9CYAN	unreviewed	Uncharacterized protein	C7B65_08525	Phormidesmis priestleyi ULC007	172		
A0A2T1DJD4	A0A2T1DJD4	A0A2T1DJD4_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL C7B65_06615	Phormidesmis priestleyi ULC007	561	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A2T1DJS0	A0A2T1DJS0	A0A2T1DJS0_9CYAN	unreviewed	Uncharacterized protein	C7B65_06645	Phormidesmis priestleyi ULC007	1056	GO:0016021	integral component of membrane [GO:0016021]
A0A2T1DK33	A0A2T1DK33	A0A2T1DK33_9CYAN	unreviewed	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)	C7B65_05230	Phormidesmis priestleyi ULC007	526	GO:0004617; GO:0006564; GO:0051287	NAD binding [GO:0051287]; phosphoglycerate dehydrogenase activity [GO:0004617]; L-serine biosynthetic process [GO:0006564]
A0A2T1DKA2	A0A2T1DKA2	A0A2T1DKA2_9CYAN	unreviewed	Fasciclin domain-containing protein	C7B65_05800	Phormidesmis priestleyi ULC007	133		
A0A2T1DKF9	A0A2T1DKF9	A0A2T1DKF9_9CYAN	unreviewed	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp C7B65_05915	Phormidesmis priestleyi ULC007	716	GO:0000287; GO:0003723; GO:0004654; GO:0005737; GO:0006396; GO:0006402	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; polyribonucleotide nucleotidyltransferase activity [GO:0004654]; RNA binding [GO:0003723]; mRNA catabolic process [GO:0006402]; RNA processing [GO:0006396]
A0A2T1DKH7	A0A2T1DKH7	A0A2T1DKH7_9CYAN	unreviewed	Molybdopterin-synthase adenylyltransferase MoeB	C7B65_05880	Phormidesmis priestleyi ULC007	390	GO:0005524; GO:0008641; GO:0016779	ATP binding [GO:0005524]; nucleotidyltransferase activity [GO:0016779]; ubiquitin-like modifier activating enzyme activity [GO:0008641]
A0A2T1DKV5	A0A2T1DKV5	A0A2T1DKV5_9CYAN	unreviewed	Phycocyanin subunit alpha	cpcA C7B65_04090	Phormidesmis priestleyi ULC007	162	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A2T1DKV9	A0A2T1DKV9	A0A2T1DKV9_9CYAN	unreviewed	Phycocyanin subunit beta	C7B65_04085	Phormidesmis priestleyi ULC007	172	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A2T1DL13	A0A2T1DL13	A0A2T1DL13_9CYAN	unreviewed	SLH domain-containing protein	C7B65_04375	Phormidesmis priestleyi ULC007	623	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DL37	A0A2T1DL37	A0A2T1DL37_9CYAN	unreviewed	Glutamine synthetase (EC 6.3.1.2)	glnA C7B65_04470	Phormidesmis priestleyi ULC007	475	GO:0004356; GO:0005524; GO:0006542	ATP binding [GO:0005524]; glutamate-ammonia ligase activity [GO:0004356]; glutamine biosynthetic process [GO:0006542]
A0A2T1DL99	A0A2T1DL99	A0A2T1DL99_9CYAN	unreviewed	Allophycocyanin subunit beta	apcB C7B65_04475	Phormidesmis priestleyi ULC007	169	GO:0015979; GO:0018298; GO:0030089; GO:0031676	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A2T1DLI8	A0A2T1DLI8	A0A2T1DLI8_9CYAN	unreviewed	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL groEL C7B69_16020	filamentous cyanobacterium Phorm 46	568	GO:0005524; GO:0005737; GO:0016887; GO:0042026; GO:0051082	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; protein refolding [GO:0042026]
A0A2T1DLU9	A0A2T1DLU9	A0A2T1DLU9_9CYAN	unreviewed	Photosystem I 16 kDa polypeptide (Photosystem I reaction center subunit II)	C7B65_02270	Phormidesmis priestleyi ULC007	141	GO:0009538; GO:0015979	photosystem I reaction center [GO:0009538]; photosynthesis [GO:0015979]
A0A2T1DLV5	A0A2T1DLV5	A0A2T1DLV5_9CYAN	unreviewed	50S ribosomal protein L5	rplE rpl5 C7B65_02540	Phormidesmis priestleyi ULC007	181	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A2T1DLX1	A0A2T1DLX1	A0A2T1DLX1_9CYAN	unreviewed	30S ribosomal protein S5	rpsE rps5 C7B65_02520	Phormidesmis priestleyi ULC007	174	GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A2T1DLX5	A0A2T1DLX5	A0A2T1DLX5_9CYAN	unreviewed	Translation initiation factor IF-1	infA C7B65_02500	Phormidesmis priestleyi ULC007	75	GO:0003743; GO:0005737; GO:0019843; GO:0043022	cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; rRNA binding [GO:0019843]; translation initiation factor activity [GO:0003743]
A0A2T1DLY2	A0A2T1DLY2	A0A2T1DLY2_9CYAN	unreviewed	50S ribosomal protein L15	rplO C7B65_02515	Phormidesmis priestleyi ULC007	158	GO:0003735; GO:0006412; GO:0015934; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A2T1DLY6	A0A2T1DLY6	A0A2T1DLY6_9CYAN	unreviewed	50S ribosomal protein L14	rplN rpl14 C7B65_02550	Phormidesmis priestleyi ULC007	122	GO:0003735; GO:0006412; GO:0015934; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A2T1DLZ3	A0A2T1DLZ3	A0A2T1DLZ3_9CYAN	unreviewed	50S ribosomal protein L2	rplB rpl2 C7B65_02585	Phormidesmis priestleyi ULC007	287	GO:0003735; GO:0006412; GO:0015934; GO:0016740; GO:0019843	large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; transferase activity [GO:0016740]; translation [GO:0006412]
A0A2T1DM89	A0A2T1DM89	A0A2T1DM89_9CYAN	unreviewed	SLH domain-containing protein	C7B65_02800	Phormidesmis priestleyi ULC007	587	GO:0008643; GO:0015288; GO:0016021	integral component of membrane [GO:0016021]; porin activity [GO:0015288]; carbohydrate transport [GO:0008643]
A0A2T1DMD6	A0A2T1DMD6	A0A2T1DMD6_9CYAN	unreviewed	30S ribosomal protein S18	rpsR rps18 C7B65_03515	Phormidesmis priestleyi ULC007	71	GO:0003735; GO:0005840; GO:0006412; GO:0019843	ribosome [GO:0005840]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
A0A2T1DMF0	A0A2T1DMF0	A0A2T1DMF0_9CYAN	unreviewed	Cell division protein FtsZ	ftsZ C7B65_03530	Phormidesmis priestleyi ULC007	432	GO:0000917; GO:0003924; GO:0005525; GO:0005737; GO:0032153; GO:0043093; GO:0051258	cell division site [GO:0032153]; cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]; protein polymerization [GO:0051258]
A0A2T1DMK4	A0A2T1DMK4	A0A2T1DMK4_9CYAN	unreviewed	Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA)	psaA C7B65_03945	Phormidesmis priestleyi ULC007	751	GO:0000287; GO:0009055; GO:0009522; GO:0015979; GO:0016021; GO:0016168; GO:0018298; GO:0031676; GO:0051539	integral component of membrane [GO:0016021]; photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; 4 iron, 4 sulfur cluster binding [GO:0051539]; chlorophyll binding [GO:0016168]; electron transfer activity [GO:0009055]; magnesium ion binding [GO:0000287]; photosynthesis [GO:0015979]; protein-chromophore linkage [GO:0018298]
A0A2T1DMM9	A0A2T1DMM9	A0A2T1DMM9_9CYAN	unreviewed	Photosystem I reaction center subunit XI (PSI subunit V) (PSI-L)	psaL C7B65_03865	Phormidesmis priestleyi ULC007	174	GO:0009538; GO:0015979; GO:0016021; GO:0031676	integral component of membrane [GO:0016021]; photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]
A0A2T1DMN4	A0A2T1DMN4	A0A2T1DMN4_9CYAN	unreviewed	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	atpA C7B65_03800	Phormidesmis priestleyi ULC007	505	GO:0005524; GO:0031676; GO:0045261; GO:0046933; GO:0046961	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A2T1DNF6	A0A2T1DNF6	A0A2T1DNF6_9CYAN	unreviewed	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH C7B65_00610	Phormidesmis priestleyi ULC007	627	GO:0004176; GO:0004222; GO:0005524; GO:0008270; GO:0016021; GO:0030163; GO:0031676	integral component of membrane [GO:0016021]; plasma membrane-derived thylakoid membrane [GO:0031676]; ATP binding [GO:0005524]; ATP-dependent peptidase activity [GO:0004176]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]
A0A2T1DNI7	A0A2T1DNI7	A0A2T1DNI7_9CYAN	unreviewed	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno C7B65_01185	Phormidesmis priestleyi ULC007	429	GO:0000015; GO:0000287; GO:0004634; GO:0005576; GO:0006096; GO:0009986	cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]
A0A2T1DNN0	A0A2T1DNN0	A0A2T1DNN0_9CYAN	unreviewed	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	atpD atpB C7B65_01425	Phormidesmis priestleyi ULC007	485	GO:0005524; GO:0031676; GO:0045261; GO:0046933; GO:0046961	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]
A0A2T1DNR8	A0A2T1DNR8	A0A2T1DNR8_9CYAN	unreviewed	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC C7B65_01420	Phormidesmis priestleyi ULC007	137	GO:0005524; GO:0031676; GO:0045261; GO:0046933	plasma membrane-derived thylakoid membrane [GO:0031676]; proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; ATP binding [GO:0005524]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]
A0A2T1DNX8	A0A2T1DNX8	A0A2T1DNX8_9CYAN	unreviewed	30S ribosomal protein S10	rpsJ rps10 C7B65_02060	Phormidesmis priestleyi ULC007	105	GO:0000049; GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
A0A2T1DNY9	A0A2T1DNY9	A0A2T1DNY9_9CYAN	unreviewed	Elongation factor Tu (EF-Tu)	tuf C7B65_02055	Phormidesmis priestleyi ULC007	409	GO:0003746; GO:0003924; GO:0005525; GO:0005737	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]
A0A2T1DP56	A0A2T1DP56	A0A2T1DP56_9CYAN	unreviewed	30S ribosomal protein S7	rpsG rps7 C7B65_02045	Phormidesmis priestleyi ULC007	156	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]
