"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"861",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","B3",0,1173020
"862",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","B4",0,1173020
"863",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","B5",0,1173020
"864",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","B6",0,1173020
"865",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","K1",24,1173020
"866",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","K2",59,1173020
"867",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","K3",6,1173020
"868",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","K4",45,1173020
"869",191,"tr|K9UK33|K9UK33_CHAP6","Allophycocyanin beta subunit apoprotein OS=Chamaesiphon minutus (strain ATCC 27169 / PCC 6605) OX=1173020 GN=Cha6605_3805 PE=3 SV=1","K5",15,1173020
"870",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B1",3,2024896
"871",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B2",17,2024896
"872",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B3",0,2024896
"873",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B4",2,2024896
"874",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B5",0,2024896
"875",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","B6",1,2024896
"876",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","K1",0,2024896
"877",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","K2",2,2024896
"878",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","K3",0,2024896
"879",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","K4",1,2024896
"880",1260,"tr|A0A2E0L0L3|A0A2E0L0L3_9CHLR","60 kDa chaperonin OS=Anaerolineaceae bacterium OX=2024896 GN=groL PE=3 SV=1","K5",0,2024896
"881",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B1",5,1850093
"882",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B2",1,1850093
"883",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B3",7,1850093
"884",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B4",44,1850093
"885",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B5",15,1850093
"886",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","B6",11,1850093
"887",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","K1",0,1850093
"888",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","K2",0,1850093
"889",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","K3",0,1850093
"890",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","K4",0,1850093
"891",387,"tr|A0A2Z3GQB7|A0A2Z3GQB7_9BACT","Uncharacterized protein OS=Hymenobacter nivis OX=1850093 GN=DDQ68_14520 PE=4 SV=1","K5",0,1850093
"892",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B1",17,1920490
"893",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B2",7,1920490
"894",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B3",15,1920490
"895",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B4",0,1920490
"896",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B5",10,1920490
"897",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","B6",4,1920490
"898",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","K1",0,1920490
"899",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","K2",0,1920490
"900",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","K3",0,1920490
"901",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","K4",0,1920490
"902",595,"tr|A0A2T1DIU0|A0A2T1DIU0_9CYAN","Uncharacterized protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_07875 PE=4 SV=1","K5",0,1920490
"903",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B1",1,47254
"904",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B2",7,47254
"905",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B3",4,47254
"906",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B4",0,47254
"907",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B5",2,47254
"908",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","B6",2,47254
"909",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","K1",1,47254
"910",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","K2",12,47254
"911",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","K3",0,47254
"912",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","K4",16,47254
"913",712,"tr|A0A2W7AZ37|A0A2W7AZ37_9CYAN","60 kDa chaperonin OS=Leptolyngbya sp. OX=47254 GN=groL PE=3 SV=1","K5",0,47254
"914",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B1",9,1920490
"915",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B2",4,1920490
"916",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B3",13,1920490
"917",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B4",0,1920490
"918",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B5",7,1920490
"919",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","B6",2,1920490
"920",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","K1",0,1920490
"921",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","K2",0,1920490
"922",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","K3",0,1920490
"923",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","K4",0,1920490
"924",919,"tr|A0A2T1D8Q9|A0A2T1D8Q9_9CYAN","DUF1565 domain-containing protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_20390 PE=4 SV=1","K5",0,1920490
"925",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B1",0,247279
"926",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B2",0,247279
"927",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B3",0,247279
"928",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B4",0,247279
"929",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B5",0,247279
"930",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","B6",0,247279
"931",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","K1",19,247279
"932",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","K2",42,247279
"933",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","K3",0,247279
"934",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","K4",38,247279
"935",320,"tr|A0A1U7HV10|A0A1U7HV10_9CHRO","Phycocyanin subunit beta OS=Chroogloeocystis siderophila 5.2 s.c.1 OX=247279 GN=NIES1031_09065 PE=3 SV=1","K5",4,247279
"936",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B1",0,1173026
"937",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B2",0,1173026
"938",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B3",0,1173026
"939",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B4",0,1173026
"940",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B5",0,1173026
"941",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","B6",0,1173026
"942",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","K1",19,1173026
"943",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","K2",42,1173026
"944",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","K3",0,1173026
"945",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","K4",38,1173026
"946",320,"tr|K9XKJ2|K9XKJ2_9CHRO","Phycocyanin  beta subunit OS=Gloeocapsa sp. PCC 7428 OX=1173026 GN=Glo7428_4607 PE=3 SV=1","K5",4,1173026
"947",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B1",0,1433147
"948",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B2",0,1433147
"949",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B3",0,1433147
"950",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B4",0,1433147
"951",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B5",0,1433147
"952",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","B6",0,1433147
"953",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","K1",19,1433147
"954",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","K2",42,1433147
"955",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","K3",0,1433147
"956",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","K4",38,1433147
"957",320,"tr|A0A6N8FSK3|A0A6N8FSK3_9CHRO","Phycocyanin subunit beta OS=Gloeocapsopsis sp. AAB1 = 1H9 OX=1433147 GN=BWI75_06845 PE=3 SV=1","K5",4,1433147
"958",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B1",7,2594790
"959",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B2",4,2594790
"960",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B3",9,2594790
"961",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B4",5,2594790
"962",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B5",12,2594790
"963",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","B6",11,2594790
"964",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","K1",0,2594790
"965",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","K2",0,2594790
"966",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","K3",0,2594790
"967",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","K4",0,2594790
"968",665,"tr|A0A5C8UMK8|A0A5C8UMK8_9MICO","Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1","K5",0,2594790
"969",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B1",21,1920490
"970",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B2",14,1920490
"971",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B3",23,1920490
"972",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B4",0,1920490
"973",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B5",12,1920490
"974",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","B6",9,1920490
"975",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","K1",1,1920490
"976",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","K2",5,1920490
"977",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","K3",0,1920490
"978",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","K4",7,1920490
"979",340,"tr|A0A2T1D2X3|A0A2T1D2X3_9CYAN","RNA-binding protein OS=Phormidesmis priestleyi ULC007 OX=1920490 GN=C7B65_25800 PE=4 SV=1","K5",3,1920490
"980",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B1",1,47254
"981",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B2",6,47254
"982",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B3",3,47254
"983",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B4",0,47254
"984",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B5",2,47254
"985",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","B6",0,47254
"986",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","K1",9,47254
"987",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","K2",8,47254
"988",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","K3",0,47254
"989",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","K4",7,47254
"990",874,"tr|A0A2W7AHE0|A0A2W7AHE0_9CYAN","Elongation factor Tu OS=Leptolyngbya sp. OX=47254 GN=tuf PE=3 SV=1","K5",1,47254
"991",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B1",6,2026763
"992",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B2",11,2026763
"993",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B3",5,2026763
"994",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B4",1,2026763
"995",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B5",1,2026763
"996",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","B6",30,2026763
"997",520,"tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT","60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1","K1",0,2026763
