"","Accession","n","Protein.Group","Description","codes","K2","K4","B1","B2","B3","B5","B6","K3","K5","B4","K1"
"537","tr|A0A3S0FAN3|A0A3S0FAN3_9SPHI",2,2747,"DUF4331 domain-containing protein OS=Sphingobacteriales bacterium OX=2044944 GN=EKK37_13365 PE=4 SV=1",2044944,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA
"538","tr|A0A3S0Y299|A0A3S0Y299_CHLFR",2,3048,"LysR family transcriptional regulator OS=Chlorogloeopsis fritschii PCC 6912 OX=211165 GN=ycf30 PE=3 SV=1",211165,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","tr|A0A401WRM1|A0A401WRM1_ACEPA",5,1327,"Outer membrane protein OmpA OS=Acetobacter pasteurianus NBRC 3188 OX=1226663 GN=ompA PE=4 SV=1",1226663,NA,NA,3,4,8,4,6,NA,NA,NA,NA
"540","tr|A0A402CYT0|A0A402CYT0_9BACT",5,968,"SLH domain-containing protein OS=Capsulimonas corticalis OX=2219043 GN=CCAX7_36180 PE=4 SV=1",2219043,NA,NA,4,NA,5,7,15,NA,NA,3,NA
"541","tr|A0A402D103|A0A402D103_9BACT",6,1445,"RNA-binding protein OS=Capsulimonas corticalis OX=2219043 GN=CCAX7_43620 PE=4 SV=1",2219043,NA,NA,5,2,4,8,2,NA,NA,2,NA
"542","tr|A0A402D124|A0A402D124_9BACT",3,1980,"60 kDa chaperonin OS=Capsulimonas corticalis OX=2219043 GN=groL PE=3 SV=1",2219043,NA,NA,NA,2,NA,NA,6,NA,NA,4,NA
"543","tr|A0A402DEG4|A0A402DEG4_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa NIES-4285 OX=2497681 GN=cpcB PE=3 SV=1",2497681,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","tr|A0A411HHG1|A0A411HHG1_9GAMM",2,2310,"OmpA family protein OS=Pseudolysobacter antarcticus OX=2511995 GN=ELE36_05375 PE=4 SV=1",2511995,NA,NA,NA,3,NA,NA,6,NA,NA,NA,NA
"545","tr|A0A420DQE6|A0A420DQE6_9RHOB",2,1604,"30S ribosomal protein S19 OS=Sulfitobacter guttiformis OX=74349 GN=rpsS PE=3 SV=1",74349,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"546","tr|A0A426TSN7|A0A426TSN7_9CHLR",3,894,"60 kDa chaperonin OS=Candidatus Viridilinea halotolerans OX=2491704 GN=groL PE=3 SV=1",2491704,11,15,NA,8,NA,NA,NA,NA,NA,NA,NA
"547","tr|A0A428MJG2|A0A428MJG2_9BACT",5,1792,"Carboxypeptidase family protein OS=Edaphobacter aggregans OX=570835 GN=EDE15_2476 PE=4 SV=1",570835,NA,NA,4,NA,3,2,5,NA,NA,2,NA
"548","tr|A0A430D6V1|A0A430D6V1_9SPHN",3,2608,"TonB-dependent receptor OS=Sphingomonas sp. S-NIH.Pt3_0716 OX=1920124 GN=BRX37_14865 PE=3 SV=1",1920124,NA,NA,NA,NA,NA,2,3,NA,NA,3,NA
"549","tr|A0A433W0X6|A0A433W0X6_9CYAN",3,338,"C-phycocyanin beta chain OS=Chroococcidiopsis cubana SAG 39.79 OX=388085 GN=cpcB PE=3 SV=1",388085,46,37,NA,NA,NA,NA,NA,NA,13,NA,NA
"550","tr|A0A455SP99|A0A455SP99_9CHLR",2,3028,"10 kDa chaperonin OS=Thermosporothrix sp. COM3 OX=2490863 GN=groS_1 PE=3 SV=1",2490863,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"551","tr|A0A479ZU07|A0A479ZU07_9CYAN",4,2059,"Translation initiation factor IF-1 OS=Sphaerospermopsis reniformis OX=531300 GN=infA PE=3 SV=1",531300,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"552","tr|A0A480A666|A0A480A666_9CYAN",3,1142,"Winged helix family two component transcriptional regulator OS=Sphaerospermopsis reniformis OX=531300 GN=SR1949_44920 PE=4 SV=1",531300,8,12,NA,9,NA,NA,NA,NA,NA,NA,NA
"553","tr|A0A480A6S8|A0A480A6S8_9CYAN",4,1101,"Microcompartments protein OS=Dolichospermum planctonicum OX=136072 GN=NIES80_04340 PE=3 SV=1",136072,9,10,NA,5,3,NA,NA,NA,NA,NA,NA
"554","tr|A0A495BSK4|A0A495BSK4_9BACT",4,1381,"Putative cold-shock DNA-binding protein OS=Edaphobacter dinghuensis OX=1560005 GN=C8E94_1593 PE=4 SV=1",1560005,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"555","tr|A0A497ZGQ9|A0A497ZGQ9_9RHOB",2,1604,"30S ribosomal protein S19 OS=Ruegeria conchae OX=981384 GN=rpsS PE=3 SV=1",981384,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"556","tr|A0A4D9CHG1|A0A4D9CHG1_MASLA",4,2059,"Translation initiation factor IF-1 OS=Mastigocladus laminosus UU774 OX=1594576 GN=infA PE=3 SV=1",1594576,2,NA,4,4,3,NA,NA,NA,NA,NA,NA
"557","tr|A0A4P7QM43|A0A4P7QM43_9SPHN",3,2608,"TonB-dependent receptor OS=Sphingobium sp. PAMC28499 OX=2565554 GN=E5554_03805 PE=3 SV=1",2565554,NA,NA,NA,NA,NA,2,3,NA,NA,3,NA
"558","tr|A0A4P7Z9U4|A0A4P7Z9U4_9PROT",2,1604,"30S ribosomal protein S19 OS=Azospirillum sp. TSA2s OX=709810 GN=rpsS PE=3 SV=1",709810,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"559","tr|A0A4Q0T6Z0|A0A4Q0T6Z0_9BACT",4,1381,"Cold-shock DNA-binding protein OS=Granulicella sibirica OX=2479048 GN=GRAN_0671 PE=4 SV=1",2479048,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"560","tr|A0A4Q2RFY8|A0A4Q2RFY8_9RHIZ",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Lichenibacterium ramalinae OX=2316527 GN=D3272_11750 PE=4 SV=1",2316527,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"561","tr|A0A4Q2UAL5|A0A4Q2UAL5_9RHIZ",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Lichenibacterium minor OX=2316528 GN=D3273_03680 PE=4 SV=1",2316528,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"562","tr|A0A4Q3IYK0|A0A4Q3IYK0_9DELT",6,520,"60 kDa chaperonin OS=Myxococcales bacterium OX=2026763 GN=groL PE=3 SV=1",2026763,2,3,6,11,5,NA,30,NA,NA,NA,NA
"563","tr|A0A4Q3MJI0|A0A4Q3MJI0_9BURK",2,2848,"Phosphate-binding protein PstS (Fragment) OS=Comamonadaceae bacterium OX=1871071 GN=pstS PE=3 SV=1",1871071,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"564","tr|A0A4Q3TNL4|A0A4Q3TNL4_9BURK",4,1191,"Porin OS=Burkholderiales bacterium OX=1891238 GN=EON92_03565 PE=4 SV=1",1891238,NA,NA,NA,NA,3,6,12,NA,NA,5,NA
"565","tr|A0A4Q5QII1|A0A4Q5QII1_9PROT",8,563,"60 kDa chaperonin (Fragment) OS=Alphaproteobacteria bacterium OX=1913988 GN=groL PE=3 SV=1",1913988,2,NA,5,13,12,NA,12,2,NA,3,5
"566","tr|A0A4Q5QNF4|A0A4Q5QNF4_9PROT",5,1616,"HU family DNA-binding protein OS=Alphaproteobacteria bacterium OX=1913988 GN=EON55_18265 PE=3 SV=1",1913988,NA,NA,3,4,4,NA,6,NA,NA,3,NA
"567","tr|A0A4R5LA80|A0A4R5LA80_9BURK",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Paraburkholderia guartelaensis OX=2546446 GN=E1N52_22445 PE=4 SV=1",2546446,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"568","tr|A0A4R6QQ41|A0A4R6QQ41_9BURK",2,2231,"RNA recognition motif-containing protein OS=Paucibacter toxinivorans OX=270368 GN=DES47_102347 PE=4 SV=1",270368,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA
"569","tr|A0A4R8UUI6|A0A4R8UUI6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Hz9 OX=1259167 GN=E3N85_01160 PE=3 SV=1",1259167,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"570","tr|A0A4R8V2C9|A0A4R8V2C9_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. HLT2-23 OX=1259145 GN=E3O06_05545 PE=3 SV=1",1259145,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"571","tr|A0A4R8VRM2|A0A4R8VRM2_9MICO",2,2731,"Sugar ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-B OX=1259183 GN=E3O44_08580 PE=4 SV=1",1259183,NA,NA,NA,NA,NA,NA,4,NA,NA,2,NA
"572","tr|A0A4R8VT96|A0A4R8VT96_9MICO",2,2305,"30S ribosomal protein S9 OS=Cryobacterium sp. MDB2-B OX=1259183 GN=rpsI PE=3 SV=1",1259183,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA
"573","tr|A0A4R8W087|A0A4R8W087_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. RHLS22-1 OX=1259189 GN=E3O42_13660 PE=3 SV=1",1259189,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"574","tr|A0A4R8W6Z5|A0A4R8W6Z5_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. RHLT2-21 OX=1259190 GN=E3O32_11070 PE=3 SV=1",1259190,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"575","tr|A0A4R8WG39|A0A4R8WG39_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_16945 PE=4 SV=1",1259182,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"576","tr|A0A4R8WL27|A0A4R8WL27_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_09760 PE=3 SV=1",1259182,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"577","tr|A0A4R8WTW5|A0A4R8WTW5_9MICO",3,742,"Fn3_like domain-containing protein OS=Cryobacterium sp. MDB2-A-2 OX=1259182 GN=E3O35_02090 PE=3 SV=1",1259182,NA,NA,NA,NA,NA,18,20,NA,NA,6,NA
"578","tr|A0A4R8WXY6|A0A4R8WXY6_9MICO",3,1044,"Fn3_like domain-containing protein OS=Cryobacterium sp. MDT1-3 OX=1259184 GN=E3O19_05365 PE=3 SV=1",1259184,NA,NA,NA,NA,NA,11,17,NA,NA,3,NA
"579","tr|A0A4R8XB17|A0A4R8XB17_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-4 OX=1259254 GN=E3O54_07535 PE=3 SV=1",1259254,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"580","tr|A0A4R8XPT6|A0A4R8XPT6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TmT2-48-2 OX=1259262 GN=E3T23_11510 PE=3 SV=1",1259262,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"581","tr|A0A4R8YKV2|A0A4R8YKV2_9MICO",8,1380,"Glycerol kinase OS=Cryobacterium breve OX=1259258 GN=glpK PE=3 SV=1",1259258,3,2,2,4,3,2,4,4,NA,NA,NA
"582","tr|A0A4R8ZI77|A0A4R8ZI77_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT1-1 OX=1259228 GN=E3T27_02185 PE=3 SV=1",1259228,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"583","tr|A0A4R8ZW46|A0A4R8ZW46_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_14740 PE=3 SV=1",1259150,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"584","tr|A0A4R9A7N5|A0A4R9A7N5_9MICO",3,2645,"LemA family protein OS=Cryobacterium sp. Hh14 OX=1259150 GN=E3T55_05280 PE=3 SV=1",1259150,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA
"585","tr|A0A4R9BSE3|A0A4R9BSE3_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Sr54 OX=1259201 GN=E3T51_04610 PE=3 SV=1",1259201,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"586","tr|A0A4T2C9N3|A0A4T2C9N3_9MICO",2,2754,"Integration host factor OS=Subtercola vilae OX=2056433 GN=D4765_00485 PE=3 SV=1",2056433,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA
"587","tr|A0A4V1L549|A0A4V1L549_9BACT",2,2611,"Dehydrogenase OS=Granulicella sibirica OX=2479048 GN=GRAN_3627 PE=4 SV=1",2479048,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA
"588","tr|A0A4V1NVY3|A0A4V1NVY3_9BACT",4,1381,"Cold shock domain-containing protein OS=Acidipila dinghuensis OX=1560006 GN=ESZ00_06430 PE=4 SV=1",1560006,NA,NA,4,NA,6,9,4,NA,NA,NA,NA
"589","tr|A0A4V1TWG4|A0A4V1TWG4_9BURK",2,2848,"Phosphate-binding protein PstS OS=Comamonadaceae bacterium OX=1871071 GN=pstS PE=3 SV=1",1871071,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"590","tr|A0A4V3ESJ8|A0A4V3ESJ8_9RHOB",2,1604,"30S ribosomal protein S19 OS=Thioclava sp. ES.032 OX=1798206 GN=rpsS PE=3 SV=1",1798206,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"591","tr|A0A4V3IBE8|A0A4V3IBE8_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. MDB2-B OX=1259183 GN=E3O44_11235 PE=3 SV=1",1259183,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"592","tr|A0A4V3IXW3|A0A4V3IXW3_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Sr59 OX=1259202 GN=E3T61_05365 PE=3 SV=1",1259202,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"593","tr|A0A4V6QGL0|A0A4V6QGL0_9MICO",2,2860,"Amino acid ABC transporter substrate-binding protein OS=Cryobacterium sp. MDB2-B OX=1259183 GN=E3O44_07705 PE=4 SV=1",1259183,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"594","tr|A0A4Y8JJN0|A0A4Y8JJN0_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT2-15-1 OX=1259246 GN=E3O62_12180 PE=3 SV=1",1259246,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"595","tr|A0A4Y8JWD3|A0A4Y8JWD3_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. TMT1-51 OX=1259239 GN=E3T49_09320 PE=3 SV=1",1259239,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"596","tr|A0A4Y8KFV2|A0A4Y8KFV2_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. Hb1 OX=1259147 GN=E3T38_08160 PE=3 SV=1",1259147,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"597","tr|A0A4Y8KKN5|A0A4Y8KKN5_9MICO",3,2645,"LemA family protein OS=Cryobacterium psychrophilum OX=41988 GN=E3T53_15065 PE=3 SV=1",41988,NA,NA,NA,NA,2,2,3,NA,NA,NA,NA
"598","tr|A0A4Y8KLM4|A0A4Y8KLM4_9MICO",2,3004,"Integration host factor OS=Cryobacterium psychrophilum OX=41988 GN=E3T53_11185 PE=3 SV=1",41988,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"599","tr|A0A4Z0PAC3|A0A4Z0PAC3_9BACT",3,1910,"SusC/RagA family TonB-linked outer membrane protein OS=Hymenobacter sp. 92R-1 OX=2510796 GN=EU556_01600 PE=3 SV=1",2510796,NA,NA,NA,NA,NA,4,6,NA,NA,4,NA
"600","tr|A0A502CSM5|A0A502CSM5_9SPHN",3,1876,"Fasciclin domain-containing protein OS=Sphingomonas oligophenolica OX=301154 GN=EAH84_01535 PE=4 SV=1",301154,NA,NA,7,4,3,NA,NA,NA,NA,NA,NA
"601","tr|A0A502FUK4|A0A502FUK4_9SPHN",3,1876,"Fasciclin domain-containing protein OS=Sphingomonas glacialis OX=658225 GN=EAH76_12320 PE=4 SV=1",658225,NA,NA,7,4,3,NA,NA,NA,NA,NA,NA
"602","tr|A0A502G4A7|A0A502G4A7_9SPHN",2,2719,"TonB-dependent receptor OS=Sphingomonas glacialis OX=658225 GN=EAH76_02215 PE=3 SV=1",658225,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
"603","tr|A0A502GZB6|A0A502GZB6_9BACT",3,1765,"TonB-dependent receptor OS=Hymenobacter nivis OX=1850093 GN=EAH73_08415 PE=3 SV=1",1850093,NA,NA,NA,NA,2,NA,8,NA,NA,6,NA
"604","tr|A0A511A8V3|A0A511A8V3_9MICO",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Frigoribacterium faeni OX=145483 GN=FFA01_29430 PE=4 SV=1",145483,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"605","tr|A0A519T900|A0A519T900_9BACT",2,2880,"Ferritin-like domain-containing protein OS=Hymenobacter sp. OX=1898978 GN=EOO63_03900 PE=4 SV=1",1898978,NA,NA,NA,NA,NA,NA,3,NA,NA,2,NA
"606","tr|A0A519UCI1|A0A519UCI1_9SPHI",6,1993,"SusC/RagA family protein (Fragment) OS=Pedobacter sp. OX=1411316 GN=EOO94_04795 PE=4 SV=1",1411316,NA,NA,2,2,4,2,2,NA,NA,2,NA
"607","tr|A0A519Y155|A0A519Y155_9RHIZ",5,627,"Porin (Fragment) OS=Methylobacterium sp. OX=409 GN=EOO66_14585 PE=4 SV=1",409,NA,NA,9,5,17,5,13,NA,NA,NA,NA
"608","tr|A0A520BZC1|A0A520BZC1_9BURK",2,2231,"RNA-binding protein (Fragment) OS=Rubrivivax sp. OX=50259 GN=EOP35_05920 PE=4 SV=1",50259,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA
"609","tr|A0A520GPQ6|A0A520GPQ6_9BURK",2,2848,"Phosphate-binding protein PstS OS=Variovorax sp. OX=1871043 GN=pstS PE=3 SV=1",1871043,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"610","tr|A0A522BGJ9|A0A522BGJ9_9ACTN",5,1300,"Cold-shock protein OS=Frankiales bacterium OX=1909291 GN=EPN99_12420 PE=4 SV=1",1909291,3,7,NA,NA,NA,NA,NA,9,3,NA,3
"611","tr|A0A522BUZ4|A0A522BUZ4_9ACTN",2,2763,"Cold-shock protein OS=Frankiales bacterium OX=1909291 GN=EPN99_07700 PE=4 SV=1",1909291,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"612","tr|A0A522DFG8|A0A522DFG8_9MICO",7,1646,"Cold-shock protein OS=Salinibacterium sp. OX=1915057 GN=EPN91_12160 PE=4 SV=1",1915057,NA,NA,2,NA,2,4,2,2,2,NA,3
"613","tr|A0A522ZZH7|A0A522ZZH7_9BURK",2,2990,"D-ribose ABC transporter substrate-binding protein OS=Burkholderiaceae bacterium OX=2030806 GN=EPN64_09245 PE=4 SV=1",2030806,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA
"614","tr|A0A535UPL6|A0A535UPL6_9CHLR",2,2649,"Dihydroxyacetone kinase subunit DhaK OS=Chloroflexi bacterium OX=2026724 GN=dhaK PE=4 SV=1",2026724,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA
"615","tr|A0A551YHY0|A0A551YHY0_MICAE",2,2756,"Global nitrogen regulator NtcA OS=Microcystis aeruginosa Ma_QC_C_20070703_M131 OX=2486263 GN=ntcA PE=4 SV=1",2486263,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"616","tr|A0A551YMF4|A0A551YMF4_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa Ma_QC_C_20070703_M131 OX=2486263 GN=EWV85_01010 PE=3 SV=1",2486263,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","tr|A0A552CJC9|A0A552CJC9_9CHRO",2,2756,"Global nitrogen regulator NtcA OS=Microcystis sp. Msp_OC_L_20101000_S702 OX=2486218 GN=ntcA PE=4 SV=1",2486218,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"618","tr|A0A552CR45|A0A552CR45_9CHRO",2,2117,"Phycocyanin subunit beta OS=Microcystis sp. Msp_OC_L_20101000_S702 OX=2486218 GN=EWV60_05910 PE=3 SV=1",2486218,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","tr|A0A552FIZ1|A0A552FIZ1_MICAE",2,2756,"Global nitrogen regulator NtcA OS=Microcystis aeruginosa Ma_QC_Ch_20071001_S25D OX=2486250 GN=ntcA PE=4 SV=1",2486250,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"620","tr|A0A552G5B4|A0A552G5B4_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa Ma_QC_Ch_20071001_S25D OX=2486250 GN=EWV57_02325 PE=3 SV=1",2486250,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","tr|A0A552GYL2|A0A552GYL2_MICAE",2,2117,"Phycocyanin subunit beta OS=Microcystis aeruginosa Ma_QC_C_20070823_S13 OX=2486246 GN=EWV48_06565 PE=3 SV=1",2486246,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","tr|A0A552KE03|A0A552KE03_9CHRO",2,2756,"Global nitrogen regulator NtcA OS=Microcystis flos-aquae Mf_QC_C_20070823_S10D OX=2486236 GN=ntcA PE=4 SV=1",2486236,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"623","tr|A0A552L852|A0A552L852_9CHRO",2,2117,"Phycocyanin subunit beta OS=Microcystis flos-aquae Mf_WU_F_19750830_S460 OX=2486237 GN=EWV40_20300 PE=3 SV=1",2486237,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","tr|A0A552Q1A5|A0A552Q1A5_9CHRO",2,2117,"Phycocyanin subunit beta OS=Microcystis panniformis Mp_MB_F_20051200_S9 OX=2486223 GN=EWV53_09420 PE=3 SV=1",2486223,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","tr|A0A552QA31|A0A552QA31_9CHRO",2,2756,"Global nitrogen regulator NtcA OS=Microcystis panniformis Mp_MB_F_20051200_S9 OX=2486223 GN=ntcA PE=4 SV=1",2486223,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"626","tr|A0A552UAR5|A0A552UAR5_9SPHN",2,2940,"TonB-dependent receptor OS=Sandarakinorhabdus sp. LB1R16 OX=2593303 GN=FMM06_13380 PE=3 SV=1",2593303,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA
"627","tr|A0A561HVT4|A0A561HVT4_9SPHN",4,2082,"Iron complex outermembrane receptor protein OS=Novosphingobium barchaimii OX=1420591 GN=FHW33_10357 PE=3 SV=1",1420591,NA,NA,NA,3,3,3,3,NA,NA,NA,NA
"628","tr|A0A561P4W6|A0A561P4W6_XANCT",8,1239,"Putative surface protein with fasciclin (FAS1) repeats OS=Xanthomonas campestris pv. translucens OX=343 GN=FHW28_2795 PE=4 SV=1",343,2,2,5,4,4,3,2,NA,NA,5,NA
"629","tr|A0A563W446|A0A563W446_9CYAN",2,2756,"Global nitrogen regulator OS=Hyella patelloides LEGE 07179 OX=945734 GN=ntcA PE=4 SV=1",945734,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"630","tr|A0A5A5RV57|A0A5A5RV57_MICAE",2,2117,"C-phycocyanin beta chain OS=Microcystis aeruginosa NIES-2520 OX=2303982 GN=cpcB PE=3 SV=1",2303982,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","tr|A0A5B8IEZ3|A0A5B8IEZ3_9VIRU",2,2630,"Uncharacterized protein OS=Mimiviridae sp. ChoanoV1 OX=2596887 GN=1_303 PE=4 SV=1",2596887,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA
"632","tr|A0A5B8IIU5|A0A5B8IIU5_9VIRU",2,2630,"Large eukaryotic DNA virus major capsid protein OS=Mimiviridae sp. ChoanoV1 OX=2596887 GN=5_19 PE=4 SV=1",2596887,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA
"633","tr|A0A5B8NLT6|A0A5B8NLT6_9CHRO",9,272,"60 kDa chaperonin OS=Euhalothece natronophila Z-M001 OX=522448 GN=groL PE=3 SV=1",522448,22,24,9,16,20,10,7,5,2,NA,NA
"634","tr|A0A5B8VD51|A0A5B8VD51_9BACT",5,1356,"SusC/RagA family TonB-linked outer membrane protein OS=Panacibacter ginsenosidivorans OX=1813871 GN=FRZ67_13130 PE=3 SV=1",1813871,NA,NA,3,5,4,NA,5,NA,NA,6,NA
"635","tr|A0A5C0DVG5|A0A5C0DVG5_9CYAN",4,1101,"BMC domain-containing protein OS=Dolichospermum sp. UHCC 0315A OX=1914871 GN=BMF77_03194 PE=3 SV=1",1914871,9,10,NA,5,3,NA,NA,NA,NA,NA,NA
"636","tr|A0A5C4N3F5|A0A5C4N3F5_9RHOB",2,2031,"Carbohydrate ABC transporter substrate-binding protein OS=Rubellimicrobium rubrum OX=2585369 GN=FHG66_03890 PE=4 SV=1",2585369,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","tr|A0A5C8ULG1|A0A5C8ULG1_9MICO",2,2604,"Flagellin OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13635 PE=3 SV=1",2594790,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA
"638","tr|A0A5C8UM10|A0A5C8UM10_9MICO",2,2633,"Carbohydrate ABC transporter  N-acetylglucosamine/diacetylchitobiose-binding protein OS=Lacisediminihabitans profunda OX=2594790 GN=ngcE PE=4 SV=1",2594790,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA
"639","tr|A0A5C8UMK8|A0A5C8UMK8_9MICO",6,665,"Phosphoesterase OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_13275 PE=4 SV=1",2594790,NA,NA,7,4,9,12,11,NA,NA,5,NA
"640","tr|A0A5C8US59|A0A5C8US59_9MICO",5,1941,"Uncharacterized protein OS=Lacisediminihabitans profunda OX=2594790 GN=FVP33_05590 PE=4 SV=1",2594790,NA,NA,3,NA,2,6,2,NA,NA,2,NA
"641","tr|A0A5C8UUW4|A0A5C8UUW4_9MICO",5,2034,"50S ribosomal protein L7/L12 OS=Lacisediminihabitans profunda OX=2594790 GN=rplL PE=3 SV=1",2594790,2,2,NA,NA,NA,NA,4,4,NA,2,NA
"642","tr|A0A5E7ZIW1|A0A5E7ZIW1_9RHOB",2,1604,"30S ribosomal protein S19 OS=Roseovarius sp. EC-HK134 OX=2038394 GN=rpsS PE=3 SV=1",2038394,NA,NA,5,NA,14,NA,NA,NA,NA,NA,NA
"643","tr|A0A5E8DDV0|A0A5E8DDV0_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. LW097 OX=1978566 GN=B7495_17575 PE=3 SV=1",1978566,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"644","tr|A0A5F0D7S6|A0A5F0D7S6_9MICO",2,3004,"Integration host factor OS=Cryobacterium sp. HLT2-28 OX=1259146 GN=E3O48_16070 PE=3 SV=1",1259146,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA
"645","tr|A0A5F0DKK9|A0A5F0DKK9_9MICO",2,2319,"Ferritin-like domain-containing protein OS=Cryobacterium sp. MDB2-33-2 OX=1259179 GN=E3O59_18905 PE=4 SV=1",1259179,NA,NA,NA,NA,NA,NA,7,NA,NA,2,NA
